Installed distributed generation trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20240907174344

Parameters
Date range,01 Sep 2013 - 31 Jul 2024
Region type,Regional council
Market segment,All ICPs
Capacity,All combined
Fuel type,Solar (all)

Month end,Region ID,Region name,Capacity,Fuel type,ICP count,ICP uptake rate (%),Total capacity installed (MW),Avg. capacity installed (kW),ICP count - new installations,Avg. capacity - new installations (kW)
31/01/2018,8,Manawatu-Wanganui,All combined,Solar (All),805,0.67621,3.025,3.757,17,3.047
31/01/2018,9,Wellington,All combined,Solar (All),1547,0.69466,5.312,3.434,31,3.189
31/01/2018,16,Tasman,All combined,Solar (All),400,1.73115,1.758,4.395,7,2.677
31/01/2018,17,Nelson,All combined,Solar (All),435,1.70742,1.528,3.512,11,3.363
31/01/2018,18,Marlborough,All combined,Solar (All),368,1.45047,2.319,6.301,8,3.938
31/01/2018,12,West Coast,All combined,Solar (All),31,0.17019,0.116,3.751,2,4.250
31/01/2018,13,Canterbury,All combined,Solar (All),3205,1.10314,12.873,4.016,56,5.815
31/01/2018,14,Otago,All combined,Solar (All),1023,0.87495,4.124,4.031,9,2.860
31/01/2018,15,Southland,All combined,Solar (All),349,0.67001,1.797,5.149,5,4.270
28/02/2018,1,Northland,All combined,Solar (All),1234,1.37075,4.996,4.049,16,5.034
28/02/2018,2,Auckland,All combined,Solar (All),4440,0.73746,16.847,3.794,59,4.479
28/02/2018,3,Waikato,All combined,Solar (All),2079,0.91556,7.443,3.580,45,3.713
28/02/2018,4,Bay of Plenty,All combined,Solar (All),1448,1.02292,5.156,3.561,34,4.212
28/02/2018,5,Gisborne,All combined,Solar (All),171,0.94900,0.622,3.636,3,4.467
28/02/2018,6,Hawke's Bay,All combined,Solar (All),824,1.04547,3.311,4.018,21,3.284
28/02/2018,7,Taranaki,All combined,Solar (All),381,0.64071,1.431,3.755,8,2.726
28/02/2018,8,Manawatu-Wanganui,All combined,Solar (All),829,0.69582,3.118,3.762,24,3.855
28/02/2018,9,Wellington,All combined,Solar (All),1604,0.71961,5.484,3.419,56,3.036
28/02/2018,16,Tasman,All combined,Solar (All),406,1.75712,1.776,4.375,5,2.652
28/02/2018,17,Nelson,All combined,Solar (All),443,1.73460,1.560,3.521,8,4.019
28/02/2018,18,Marlborough,All combined,Solar (All),372,1.46624,2.339,6.288,4,5.123
28/02/2018,12,West Coast,All combined,Solar (All),31,0.17015,0.116,3.751,0,
28/02/2018,13,Canterbury,All combined,Solar (All),3266,1.12278,13.136,4.022,65,4.261
28/02/2018,14,Otago,All combined,Solar (All),1041,0.88760,4.195,4.030,18,3.674
28/02/2018,15,Southland,All combined,Solar (All),352,0.67556,1.810,5.143,3,4.453
31/03/2018,1,Northland,All combined,Solar (All),1290,1.43074,5.237,4.059,38,4.401
31/03/2018,2,Auckland,All combined,Solar (All),4526,0.75055,17.171,3.794,88,3.753
31/03/2018,3,Waikato,All combined,Solar (All),2123,0.93383,7.600,3.580,42,3.645
31/03/2018,4,Bay of Plenty,All combined,Solar (All),1479,1.04345,5.264,3.559,31,3.475
31/03/2018,5,Gisborne,All combined,Solar (All),174,0.96586,0.632,3.629,3,3.227
31/03/2018,6,Hawke's Bay,All combined,Solar (All),846,1.07257,3.376,3.990,22,2.957
31/03/2018,7,Taranaki,All combined,Solar (All),385,0.64712,1.443,3.747,4,2.955
31/03/2018,8,Manawatu-Wanganui,All combined,Solar (All),849,0.71214,3.193,3.761,20,3.706
31/03/2018,9,Wellington,All combined,Solar (All),1647,0.73852,5.606,3.404,43,2.834
31/03/2018,16,Tasman,All combined,Solar (All),411,1.77984,1.792,4.360,5,3.140
31/03/2018,17,Nelson,All combined,Solar (All),447,1.74725,1.569,3.509,4,2.223
31/03/2018,18,Marlborough,All combined,Solar (All),386,1.52004,2.392,6.197,14,3.784
31/03/2018,12,West Coast,All combined,Solar (All),32,0.17544,0.121,3.790,1,5.000
31/03/2018,13,Canterbury,All combined,Solar (All),3318,1.13928,13.325,4.016,56,3.435
31/03/2018,14,Otago,All combined,Solar (All),1074,0.91434,4.372,4.071,33,5.239
31/03/2018,15,Southland,All combined,Solar (All),365,0.70019,1.868,5.119,13,4.461
30/04/2018,1,Northland,All combined,Solar (All),1302,1.44256,5.308,4.077,13,5.819
30/04/2018,2,Auckland,All combined,Solar (All),4581,0.75878,17.396,3.797,56,3.765
30/04/2018,3,Waikato,All combined,Solar (All),2156,0.94736,7.714,3.578,33,3.431
30/04/2018,4,Bay of Plenty,All combined,Solar (All),1517,1.06938,5.431,3.580,38,4.412
30/04/2018,5,Gisborne,All combined,Solar (All),177,0.98257,0.646,3.650,3,4.860
30/04/2018,6,Hawke's Bay,All combined,Solar (All),882,1.11746,3.495,3.963,36,3.314
30/04/2018,7,Taranaki,All combined,Solar (All),396,0.66518,1.464,3.696,11,1.918
30/04/2018,8,Manawatu-Wanganui,All combined,Solar (All),867,0.72667,3.256,3.755,18,3.469
30/04/2018,9,Wellington,All combined,Solar (All),1680,0.75242,5.760,3.429,33,4.318
30/04/2018,16,Tasman,All combined,Solar (All),416,1.80157,1.803,4.334,5,2.228
30/04/2018,17,Nelson,All combined,Solar (All),452,1.76349,1.583,3.503,5,2.924
30/04/2018,18,Marlborough,All combined,Solar (All),394,1.54978,2.423,6.151,8,3.919
30/04/2018,12,West Coast,All combined,Solar (All),34,0.18646,0.129,3.781,2,3.625
30/04/2018,13,Canterbury,All combined,Solar (All),3365,1.15440,13.485,4.007,48,3.958
30/04/2018,14,Otago,All combined,Solar (All),1095,0.93132,4.460,4.073,20,3.988
30/04/2018,15,Southland,All combined,Solar (All),366,0.70178,1.879,5.135,1,6.000
31/05/2018,1,Northland,All combined,Solar (All),1318,1.45918,5.375,4.079,17,4.244
31/05/2018,2,Auckland,All combined,Solar (All),4653,0.76964,17.739,3.812,71,4.733
31/05/2018,3,Waikato,All combined,Solar (All),2194,0.96295,7.843,3.575,40,3.367
31/05/2018,4,Bay of Plenty,All combined,Solar (All),1544,1.08683,5.569,3.607,28,5.001
31/05/2018,5,Gisborne,All combined,Solar (All),178,0.98883,0.651,3.658,1,5.000
31/05/2018,6,Hawke's Bay,All combined,Solar (All),897,1.13554,3.560,3.969,15,4.332
31/05/2018,7,Taranaki,All combined,Solar (All),403,0.67638,1.492,3.701,7,3.993
31/05/2018,8,Manawatu-Wanganui,All combined,Solar (All),887,0.74264,3.321,3.745,20,3.207
31/05/2018,9,Wellington,All combined,Solar (All),1707,0.76366,5.914,3.464,28,5.581
31/05/2018,16,Tasman,All combined,Solar (All),424,1.83653,1.840,4.341,8,4.655
31/05/2018,17,Nelson,All combined,Solar (All),470,1.83065,1.653,3.518,18,3.892
31/05/2018,18,Marlborough,All combined,Solar (All),407,1.59972,2.494,6.128,13,5.119
31/05/2018,12,West Coast,All combined,Solar (All),34,0.18627,0.129,3.781,0,
31/05/2018,13,Canterbury,All combined,Solar (All),3431,1.17520,13.790,4.019,66,4.707
31/05/2018,14,Otago,All combined,Solar (All),1116,0.94744,4.541,4.069,21,3.828
31/05/2018,15,Southland,All combined,Solar (All),370,0.70917,1.899,5.133,3,5.000
30/06/2018,1,Northland,All combined,Solar (All),1351,1.49378,5.597,4.143,29,6.428
30/06/2018,2,Auckland,All combined,Solar (All),4688,0.77437,17.925,3.824,36,4.653
30/06/2018,3,Waikato,All combined,Solar (All),2219,0.97302,7.946,3.581,26,4.062
30/06/2018,4,Bay of Plenty,All combined,Solar (All),1566,1.10124,5.668,3.620,25,4.227
30/06/2018,5,Gisborne,All combined,Solar (All),181,1.00461,0.664,3.669,3,4.333
30/06/2018,6,Hawke's Bay,All combined,Solar (All),918,1.16107,3.648,3.973,20,4.285
30/06/2018,7,Taranaki,All combined,Solar (All),413,0.69313,1.534,3.714,10,4.205
30/06/2018,8,Manawatu-Wanganui,All combined,Solar (All),903,0.75557,3.460,3.832,16,8.654
30/06/2018,9,Wellington,All combined,Solar (All),1734,0.77506,6.002,3.461,26,3.275
30/06/2018,16,Tasman,All combined,Solar (All),430,1.86373,1.862,4.331,6,3.660
30/06/2018,17,Nelson,All combined,Solar (All),479,1.86222,1.686,3.521,9,3.672
30/06/2018,18,Marlborough,All combined,Solar (All),414,1.62563,2.540,6.136,9,5.124
30/06/2018,12,West Coast,All combined,Solar (All),34,0.18622,0.129,3.781,0,
30/06/2018,13,Canterbury,All combined,Solar (All),3466,1.18534,14.001,4.039,35,5.943
30/06/2018,14,Otago,All combined,Solar (All),1141,0.96774,4.658,4.082,25,4.576
30/06/2018,15,Southland,All combined,Solar (All),375,0.71828,1.922,5.125,5,4.538
31/07/2018,1,Northland,All combined,Solar (All),1375,1.51885,5.745,4.178,33,5.453
31/07/2018,2,Auckland,All combined,Solar (All),4740,0.78183,18.201,3.840,54,5.122
31/07/2018,3,Waikato,All combined,Solar (All),2271,0.99426,8.193,3.608,52,4.752
31/07/2018,4,Bay of Plenty,All combined,Solar (All),1603,1.12637,5.841,3.644,38,4.644
31/07/2018,5,Gisborne,All combined,Solar (All),184,1.02109,0.679,3.691,3,5.000
31/07/2018,6,Hawke's Bay,All combined,Solar (All),928,1.17290,3.679,3.964,10,3.090
31/07/2018,7,Taranaki,All combined,Solar (All),424,0.71081,1.582,3.732,11,4.405
31/07/2018,8,Manawatu-Wanganui,All combined,Solar (All),918,0.76762,3.567,3.885,15,7.059
31/07/2018,9,Wellington,All combined,Solar (All),1756,0.78386,6.101,3.475,22,4.525
31/07/2018,16,Tasman,All combined,Solar (All),434,1.88090,1.919,4.423,4,14.263
31/07/2018,17,Nelson,All combined,Solar (All),488,1.89412,1.718,3.520,9,3.487
31/07/2018,18,Marlborough,All combined,Solar (All),423,1.65960,2.611,6.172,9,6.333
31/07/2018,12,West Coast,All combined,Solar (All),34,0.18623,0.129,3.781,0,
31/07/2018,13,Canterbury,All combined,Solar (All),3525,1.20408,14.253,4.044,59,4.315
31/07/2018,14,Otago,All combined,Solar (All),1167,0.98810,4.781,4.097,26,4.763
31/07/2018,15,Southland,All combined,Solar (All),379,0.72573,1.940,5.119,4,4.550
31/08/2018,1,Northland,All combined,Solar (All),1427,1.57419,6.107,4.279,56,6.806
31/08/2018,2,Auckland,All combined,Solar (All),4813,0.79272,18.550,3.854,73,4.723
31/08/2018,3,Waikato,All combined,Solar (All),2329,1.01880,8.442,3.625,57,4.328
31/08/2018,4,Bay of Plenty,All combined,Solar (All),1630,1.14393,5.961,3.657,28,4.366
31/08/2018,5,Gisborne,All combined,Solar (All),186,1.03230,0.688,3.699,2,4.510
31/08/2018,6,Hawke's Bay,All combined,Solar (All),937,1.18333,3.715,3.965,9,4.076
31/08/2018,7,Taranaki,All combined,Solar (All),429,0.71874,1.606,3.744,5,4.800
31/08/2018,8,Manawatu-Wanganui,All combined,Solar (All),932,0.77876,3.634,3.899,14,4.809
31/08/2018,9,Wellington,All combined,Solar (All),1803,0.80391,6.303,3.496,47,4.300
31/08/2018,16,Tasman,All combined,Solar (All),442,1.91591,1.966,4.449,8,5.750
31/08/2018,17,Nelson,All combined,Solar (All),502,1.94528,1.793,3.572,15,5.009
31/08/2018,18,Marlborough,All combined,Solar (All),439,1.72083,2.314,5.270,16,6.281
31/08/2018,12,West Coast,All combined,Solar (All),34,0.18606,0.129,3.781,0,
31/08/2018,13,Canterbury,All combined,Solar (All),3577,1.22030,14.430,4.034,56,4.391
31/08/2018,14,Otago,All combined,Solar (All),1185,1.00193,4.874,4.113,17,4.959
31/08/2018,15,Southland,All combined,Solar (All),380,0.72687,1.945,5.119,1,5.120
30/09/2018,1,Northland,All combined,Solar (All),1499,1.65194,6.532,4.357,60,6.308
30/09/2018,2,Auckland,All combined,Solar (All),4882,0.80331,18.900,3.871,69,5.228
30/09/2018,3,Waikato,All combined,Solar (All),2381,1.04051,8.708,3.657,54,5.058
30/09/2018,4,Bay of Plenty,All combined,Solar (All),1666,1.16768,6.116,3.671,37,4.251
30/09/2018,5,Gisborne,All combined,Solar (All),187,1.03820,0.693,3.706,1,5.000
30/09/2018,6,Hawke's Bay,All combined,Solar (All),944,1.19168,3.742,3.964,8,3.675
30/09/2018,7,Taranaki,All combined,Solar (All),443,0.74193,1.684,3.802,14,5.564
30/09/2018,8,Manawatu-Wanganui,All combined,Solar (All),958,0.80006,3.769,3.935,26,5.146
30/09/2018,9,Wellington,All combined,Solar (All),1838,0.81895,6.453,3.511,35,4.270
30/09/2018,16,Tasman,All combined,Solar (All),452,1.95934,2.012,4.452,10,4.574
30/09/2018,17,Nelson,All combined,Solar (All),515,1.99180,1.864,3.619,13,5.446
30/09/2018,18,Marlborough,All combined,Solar (All),445,1.74284,2.347,5.274,6,5.413
30/09/2018,12,West Coast,All combined,Solar (All),34,0.18592,0.129,3.781,0,
30/09/2018,13,Canterbury,All combined,Solar (All),3641,1.24078,14.786,4.061,65,5.553
30/09/2018,14,Otago,All combined,Solar (All),1210,1.02145,4.999,4.131,25,4.647
30/09/2018,15,Southland,All combined,Solar (All),385,0.73633,2.001,5.196,5,10.288
31/10/2018,1,Northland,All combined,Solar (All),1539,1.69389,6.785,4.409,42,6.164
31/10/2018,2,Auckland,All combined,Solar (All),4968,0.81675,19.367,3.898,86,5.435
31/10/2018,3,Waikato,All combined,Solar (All),2444,1.06703,8.986,3.677,63,4.334
31/10/2018,4,Bay of Plenty,All combined,Solar (All),1694,1.18628,6.253,3.691,29,4.449
31/10/2018,5,Gisborne,All combined,Solar (All),189,1.05058,0.700,3.703,2,3.400
31/10/2018,6,Hawke's Bay,All combined,Solar (All),952,1.20097,3.780,3.970,9,4.392
31/10/2018,7,Taranaki,All combined,Solar (All),460,0.77007,1.763,3.833,17,4.658
31/10/2018,8,Manawatu-Wanganui,All combined,Solar (All),976,0.81504,3.859,3.954,18,4.506
31/10/2018,9,Wellington,All combined,Solar (All),1875,0.83497,6.599,3.519,37,3.947
31/10/2018,16,Tasman,All combined,Solar (All),456,1.97659,2.036,4.465,4,6.000
31/10/2018,17,Nelson,All combined,Solar (All),526,2.03073,1.913,3.638,10,4.800
31/10/2018,18,Marlborough,All combined,Solar (All),458,1.79235,2.397,5.233,13,3.837
31/10/2018,12,West Coast,All combined,Solar (All),38,0.20773,0.147,3.856,4,4.500
31/10/2018,13,Canterbury,All combined,Solar (All),3713,1.26383,15.454,4.162,73,9.209
31/10/2018,14,Otago,All combined,Solar (All),1224,1.03101,5.117,4.180,15,7.293
31/10/2018,15,Southland,All combined,Solar (All),392,0.74969,2.122,5.412,7,17.279
30/11/2018,1,Northland,All combined,Solar (All),1569,1.72366,6.943,4.425,40,4.816
30/11/2018,2,Auckland,All combined,Solar (All),5040,0.82745,19.775,3.924,76,5.519
30/11/2018,3,Waikato,All combined,Solar (All),2497,1.08880,9.243,3.702,56,4.471
30/11/2018,4,Bay of Plenty,All combined,Solar (All),1743,1.21830,6.504,3.731,47,4.660
30/11/2018,5,Gisborne,All combined,Solar (All),190,1.05644,0.705,3.710,1,5.000
30/11/2018,6,Hawke's Bay,All combined,Solar (All),968,1.21982,3.897,4.026,18,6.865
30/11/2018,7,Taranaki,All combined,Solar (All),472,0.78991,1.809,3.833,11,3.885
30/11/2018,8,Manawatu-Wanganui,All combined,Solar (All),995,0.83028,3.944,3.964,19,4.462
30/11/2018,9,Wellington,All combined,Solar (All),1925,0.85637,6.822,3.544,51,4.385
30/11/2018,16,Tasman,All combined,Solar (All),466,2.01968,2.093,4.492,10,5.708
30/11/2018,17,Nelson,All combined,Solar (All),540,2.07988,1.985,3.675,14,4.721
30/11/2018,18,Marlborough,All combined,Solar (All),468,1.82970,2.454,5.245,10,5.781
30/11/2018,12,West Coast,All combined,Solar (All),41,0.22395,0.182,4.428,3,11.667
30/11/2018,13,Canterbury,All combined,Solar (All),3777,1.28315,15.762,4.173,64,4.785
30/11/2018,14,Otago,All combined,Solar (All),1245,1.04736,5.243,4.212,22,5.832
30/11/2018,15,Southland,All combined,Solar (All),397,0.75891,2.147,5.407,5,5.000
31/12/2018,1,Northland,All combined,Solar (All),1593,1.74650,7.050,4.426,32,4.142
31/12/2018,2,Auckland,All combined,Solar (All),5106,0.83719,20.136,3.944,67,5.429
31/12/2018,3,Waikato,All combined,Solar (All),2535,1.10351,9.396,3.706,36,4.107
31/12/2018,4,Bay of Plenty,All combined,Solar (All),1772,1.23669,6.660,3.759,32,5.272
31/12/2018,5,Gisborne,All combined,Solar (All),191,1.06076,0.708,3.706,1,3.000
31/12/2018,6,Hawke's Bay,All combined,Solar (All),981,1.23485,4.004,4.082,13,7.425
31/12/2018,7,Taranaki,All combined,Solar (All),481,0.80390,1.846,3.838,9,4.120
31/12/2018,8,Manawatu-Wanganui,All combined,Solar (All),1024,0.85374,4.073,3.978,29,4.448
31/12/2018,9,Wellington,All combined,Solar (All),1953,0.86806,6.963,3.565,29,4.980
31/12/2018,16,Tasman,All combined,Solar (All),471,2.03993,2.125,4.512,5,5.400
31/12/2018,17,Nelson,All combined,Solar (All),550,2.11392,2.027,3.685,10,4.210
31/12/2018,18,Marlborough,All combined,Solar (All),473,1.84578,2.473,5.228,5,3.644
31/12/2018,12,West Coast,All combined,Solar (All),43,0.23458,0.193,4.499,2,5.950
31/12/2018,13,Canterbury,All combined,Solar (All),3867,1.31192,16.166,4.181,93,5.258
31/12/2018,14,Otago,All combined,Solar (All),1268,1.06485,5.347,4.217,23,4.487
31/12/2018,15,Southland,All combined,Solar (All),398,0.75953,2.154,5.411,1,7.000
31/01/2019,1,Northland,All combined,Solar (All),1637,1.79415,7.220,4.411,32,3.824
31/01/2019,2,Auckland,All combined,Solar (All),5178,0.84857,20.506,3.960,74,5.019
31/01/2019,3,Waikato,All combined,Solar (All),2579,1.12255,9.581,3.715,47,3.971
31/01/2019,4,Bay of Plenty,All combined,Solar (All),1798,1.25416,6.857,3.813,25,7.334
31/01/2019,5,Gisborne,All combined,Solar (All),191,1.06146,0.708,3.706,0,
31/01/2019,6,Hawke's Bay,All combined,Solar (All),987,1.24273,4.044,4.097,7,6.636
31/01/2019,7,Taranaki,All combined,Solar (All),487,0.81404,1.900,3.901,6,8.402
31/01/2019,8,Manawatu-Wanganui,All combined,Solar (All),1035,0.86330,4.120,3.980,12,4.065
31/01/2019,9,Wellington,All combined,Solar (All),1977,0.87893,7.055,3.569,24,3.922
31/01/2019,16,Tasman,All combined,Solar (All),480,2.08080,2.164,4.509,9,4.358
31/01/2019,17,Nelson,All combined,Solar (All),556,2.13452,2.061,3.707,7,6.281
31/01/2019,18,Marlborough,All combined,Solar (All),476,1.85727,2.477,5.203,5,3.620
31/01/2019,12,West Coast,All combined,Solar (All),44,0.24019,0.198,4.510,1,5.000
31/01/2019,13,Canterbury,All combined,Solar (All),3891,1.31905,16.269,4.181,41,4.505
31/01/2019,14,Otago,All combined,Solar (All),1278,1.07319,5.397,4.223,10,4.040
31/01/2019,15,Southland,All combined,Solar (All),403,0.76952,2.177,5.401,5,4.600
28/02/2019,1,Northland,All combined,Solar (All),1672,1.83096,7.354,4.398,29,3.887
28/02/2019,2,Auckland,All combined,Solar (All),5247,0.85862,20.932,3.989,74,5.254
28/02/2019,3,Waikato,All combined,Solar (All),2637,1.14721,9.826,3.726,62,4.030
28/02/2019,4,Bay of Plenty,All combined,Solar (All),1826,1.27265,7.067,3.870,28,6.684
28/02/2019,5,Gisborne,All combined,Solar (All),191,1.06152,0.707,3.701,1,4.000
28/02/2019,6,Hawke's Bay,All combined,Solar (All),992,1.24865,4.107,4.140,8,9.543
28/02/2019,7,Taranaki,All combined,Solar (All),493,0.82392,1.931,3.917,6,4.007
28/02/2019,8,Manawatu-Wanganui,All combined,Solar (All),1048,0.87364,4.171,3.980,13,3.777
28/02/2019,9,Wellington,All combined,Solar (All),2003,0.88985,7.156,3.573,26,3.808
28/02/2019,16,Tasman,All combined,Solar (All),494,2.14066,2.228,4.511,14,4.569
28/02/2019,17,Nelson,All combined,Solar (All),558,2.13916,2.069,3.707,2,3.700
28/02/2019,18,Marlborough,All combined,Solar (All),482,1.87951,2.504,5.194,7,4.541
28/02/2019,12,West Coast,All combined,Solar (All),47,0.25642,0.213,4.541,3,5.000
28/02/2019,13,Canterbury,All combined,Solar (All),3922,1.32809,16.459,4.197,43,5.247
28/02/2019,14,Otago,All combined,Solar (All),1296,1.08649,5.503,4.246,20,5.407
28/02/2019,15,Southland,All combined,Solar (All),406,0.77478,2.195,5.406,3,6.067
31/03/2019,1,Northland,All combined,Solar (All),1715,1.87505,7.535,4.394,40,4.292
31/03/2019,2,Auckland,All combined,Solar (All),5321,0.86911,21.470,4.035,91,5.403
31/03/2019,3,Waikato,All combined,Solar (All),2693,1.17003,10.094,3.748,60,4.450
31/03/2019,4,Bay of Plenty,All combined,Solar (All),1862,1.29588,7.499,4.028,36,11.952
31/03/2019,5,Gisborne,All combined,Solar (All),192,1.06726,0.712,3.708,1,5.000
31/03/2019,6,Hawke's Bay,All combined,Solar (All),990,1.24538,4.156,4.198,25,4.082
31/03/2019,7,Taranaki,All combined,Solar (All),498,0.83157,1.955,3.926,5,4.808
31/03/2019,8,Manawatu-Wanganui,All combined,Solar (All),1072,0.89287,4.290,4.002,24,4.964
31/03/2019,9,Wellington,All combined,Solar (All),2041,0.90599,7.297,3.575,37,3.620
31/03/2019,16,Tasman,All combined,Solar (All),502,2.17599,2.280,4.541,8,6.399
31/03/2019,17,Nelson,All combined,Solar (All),565,2.16235,2.096,3.710,7,3.947
31/03/2019,18,Marlborough,All combined,Solar (All),488,1.90305,2.531,5.187,7,4.674
31/03/2019,12,West Coast,All combined,Solar (All),52,0.28335,0.235,4.528,5,4.400
31/03/2019,13,Canterbury,All combined,Solar (All),3950,1.33505,16.638,4.212,51,4.606
31/03/2019,14,Otago,All combined,Solar (All),1305,1.09230,5.561,4.261,10,6.520
31/03/2019,15,Southland,All combined,Solar (All),409,0.78016,2.211,5.405,3,5.333
30/04/2019,1,Northland,All combined,Solar (All),1743,1.90442,7.661,4.395,28,4.534
30/04/2019,2,Auckland,All combined,Solar (All),5382,0.87802,21.810,4.052,60,4.731
30/04/2019,3,Waikato,All combined,Solar (All),2741,1.18964,10.342,3.773,52,4.865
30/04/2019,4,Bay of Plenty,All combined,Solar (All),1886,1.31104,7.610,4.035,26,4.388
30/04/2019,5,Gisborne,All combined,Solar (All),194,1.07892,0.724,3.732,2,6.080
30/04/2019,6,Hawke's Bay,All combined,Solar (All),997,1.25365,4.191,4.204,13,4.038
30/04/2019,7,Taranaki,All combined,Solar (All),507,0.84664,1.993,3.931,10,3.908
30/04/2019,8,Manawatu-Wanganui,All combined,Solar (All),1093,0.90947,4.379,4.007,23,4.041
30/04/2019,9,Wellington,All combined,Solar (All),2066,0.91626,7.418,3.591,26,4.688
30/04/2019,16,Tasman,All combined,Solar (All),506,2.19418,2.294,4.534,4,3.623
30/04/2019,17,Nelson,All combined,Solar (All),575,2.19759,2.154,3.746,10,5.439
30/04/2019,18,Marlborough,All combined,Solar (All),497,1.93649,2.580,5.190,9,5.372
30/04/2019,12,West Coast,All combined,Solar (All),54,0.29391,0.245,4.545,2,5.000
30/04/2019,13,Canterbury,All combined,Solar (All),3989,1.34695,16.997,4.261,52,7.292
30/04/2019,14,Otago,All combined,Solar (All),1323,1.10570,5.675,4.289,17,6.406
30/04/2019,15,Southland,All combined,Solar (All),412,0.78567,2.226,5.402,3,5.000
31/05/2019,1,Northland,All combined,Solar (All),1786,1.94936,7.842,4.391,43,4.198
31/05/2019,2,Auckland,All combined,Solar (All),5452,0.88826,22.833,4.188,69,13.506
31/05/2019,3,Waikato,All combined,Solar (All),2786,1.20780,10.572,3.795,47,4.784
31/05/2019,4,Bay of Plenty,All combined,Solar (All),1918,1.33147,7.750,4.041,32,4.368
31/05/2019,5,Gisborne,All combined,Solar (All),195,1.08460,0.728,3.735,1,4.300
31/05/2019,6,Hawke's Bay,All combined,Solar (All),1003,1.26056,4.246,4.233,12,5.503
31/05/2019,7,Taranaki,All combined,Solar (All),516,0.86052,2.037,3.947,9,4.828
31/05/2019,8,Manawatu-Wanganui,All combined,Solar (All),1114,0.92648,4.526,4.063,22,6.822
31/05/2019,9,Wellington,All combined,Solar (All),2110,0.93524,7.603,3.603,44,4.064
31/05/2019,16,Tasman,All combined,Solar (All),516,2.23725,2.344,4.542,10,4.962
31/05/2019,17,Nelson,All combined,Solar (All),586,2.23119,2.215,3.780,11,5.363
31/05/2019,18,Marlborough,All combined,Solar (All),507,1.97353,2.615,5.157,11,3.645
31/05/2019,12,West Coast,All combined,Solar (All),54,0.29383,0.245,4.545,0,
31/05/2019,13,Canterbury,All combined,Solar (All),4042,1.36318,17.255,4.269,70,4.305
31/05/2019,14,Otago,All combined,Solar (All),1352,1.12820,5.848,4.326,29,5.984
31/05/2019,15,Southland,All combined,Solar (All),416,0.79303,2.240,5.385,5,3.900
30/06/2019,1,Northland,All combined,Solar (All),1817,1.98086,8.114,4.465,32,8.554
30/06/2019,2,Auckland,All combined,Solar (All),5493,0.89330,23.039,4.194,45,4.791
30/06/2019,3,Waikato,All combined,Solar (All),2807,1.21575,10.682,3.806,26,4.770
30/06/2019,4,Bay of Plenty,All combined,Solar (All),1935,1.34230,7.845,4.054,21,4.703
30/06/2019,5,Gisborne,All combined,Solar (All),196,1.09137,0.732,3.735,1,3.680
30/06/2019,6,Hawke's Bay,All combined,Solar (All),1015,1.27442,4.382,4.317,19,7.637
30/06/2019,7,Taranaki,All combined,Solar (All),521,0.86829,2.056,3.946,5,3.872
30/06/2019,8,Manawatu-Wanganui,All combined,Solar (All),1136,0.94448,4.649,4.092,22,5.568
30/06/2019,9,Wellington,All combined,Solar (All),2140,0.94778,7.706,3.601,30,3.411
30/06/2019,16,Tasman,All combined,Solar (All),520,2.25518,2.364,4.546,4,5.103
30/06/2019,17,Nelson,All combined,Solar (All),592,2.25138,2.282,3.855,7,9.883
30/06/2019,18,Marlborough,All combined,Solar (All),516,2.00770,2.661,5.158,13,4.188
30/06/2019,12,West Coast,All combined,Solar (All),55,0.29925,0.250,4.553,1,5.000
30/06/2019,13,Canterbury,All combined,Solar (All),4082,1.37519,17.473,4.281,48,4.994
30/06/2019,14,Otago,All combined,Solar (All),1369,1.14099,6.043,4.414,18,10.999
30/06/2019,15,Southland,All combined,Solar (All),419,0.79845,2.259,5.392,2,7.000
31/07/2019,1,Northland,All combined,Solar (All),1851,2.01623,8.330,4.500,32,6.941
31/07/2019,2,Auckland,All combined,Solar (All),5546,0.90046,23.548,4.246,57,9.115
31/07/2019,3,Waikato,All combined,Solar (All),2845,1.23118,11.030,3.877,41,8.363
31/07/2019,4,Bay of Plenty,All combined,Solar (All),1965,1.36182,8.034,4.089,34,5.592
31/07/2019,5,Gisborne,All combined,Solar (All),199,1.10870,0.747,3.752,3,3.453
31/07/2019,6,Hawke's Bay,All combined,Solar (All),1017,1.27551,4.459,4.385,11,9.286
31/07/2019,7,Taranaki,All combined,Solar (All),528,0.87952,2.095,3.968,7,5.577
31/07/2019,8,Manawatu-Wanganui,All combined,Solar (All),1150,0.95620,4.711,4.097,17,4.063
31/07/2019,9,Wellington,All combined,Solar (All),2164,0.95778,7.805,3.607,27,3.909
31/07/2019,16,Tasman,All combined,Solar (All),525,2.27815,2.393,4.558,6,5.018
31/07/2019,17,Nelson,All combined,Solar (All),606,2.29754,2.347,3.874,14,4.601
31/07/2019,18,Marlborough,All combined,Solar (All),535,2.08098,2.734,5.111,19,3.834
31/07/2019,12,West Coast,All combined,Solar (All),56,0.30436,0.255,4.561,1,5.000
31/07/2019,13,Canterbury,All combined,Solar (All),4111,1.38341,17.649,4.293,41,5.017
31/07/2019,14,Otago,All combined,Solar (All),1389,1.15623,6.191,4.457,20,6.700
31/07/2019,15,Southland,All combined,Solar (All),423,0.80512,2.286,5.404,4,5.000
